,index,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,AgeHome,YrsSinceRemodel,Num_Bathrms_AbvGrd,Num_Bathrms_Bsmt,log_SalePrice,hasBsmt,hasGarage
1147,1157,1158,120,RL,34.0,5001,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,410,1314,GasA,Ex,Y,SBrkr,1314,0,0,1314,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,626,TA,TA,Y,172,62,0,0,0,0,NoPool,NoFence,None,0,7,2009,WD,Normal,230000,2,1,2,1,12.345834587905333,Basement,Garage
1148,1158,1159,20,RL,92.0,11932,Pave,NoAlley,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1580,1580,GasA,Ex,Y,SBrkr,1580,0,0,1580,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,RFn,3,830,TA,TA,Y,0,24,0,0,0,0,NoPool,NoFence,None,0,6,2008,ConLD,Partial,235128,1,0,2,0,12.367885325692589,Basement,Garage
1149,1159,1160,60,RL,76.0,9120,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,270.0,Gd,TA,CBlock,TA,TA,No,ALQ,442,Unf,0,459,901,GasA,TA,Y,SBrkr,943,933,0,1876,4,1,Gd,8,Typ,1,TA,Attchd,RFn,2,540,Gd,TA,Y,0,69,0,0,0,0,NoPool,NoFence,None,0,7,2008,WD,Normal,185000,34,34,3,0,12.128111104060462,Basement,Garage
1150,1160,1161,160,RL,24.0,2280,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,311,Unf,0,544,855,GasA,Fa,Y,SBrkr,855,601,0,1456,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,440,TA,TA,Y,26,0,0,0,0,0,NoPool,NoFence,None,0,7,2010,WD,Normal,146000,32,32,3,0,11.891361900690473,Basement,Garage
1151,1161,1162,20,RL,74.0,14778,Pave,NoAlley,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,728,Unf,0,568,1296,GasA,Ex,Y,SBrkr,1640,0,0,1640,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,2,924,TA,TA,Y,108,0,0,216,0,0,NoPool,NoFence,None,0,11,2008,WD,Normal,224000,54,2,1,1,12.319401330837177,Basement,Garage
1152,1162,1163,20,RL,109.0,8724,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,492,Unf,0,402,894,GasA,Gd,Y,SBrkr,894,0,0,894,3,1,TA,5,Typ,1,Po,Attchd,Fin,2,450,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,5,2007,WD,Normal,129000,39,39,1,0,11.76756768334381,Basement,Garage
1153,1164,1165,80,RL,68.0,16157,Pave,NoAlley,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Gd,ALQ,680,Rec,391,289,1360,GasA,Ex,Y,SBrkr,1432,0,0,1432,2,1,Gd,5,Typ,1,TA,Attchd,Unf,2,588,TA,TA,Y,168,180,0,0,0,0,NoPool,NoFence,None,0,6,2007,WD,Normal,194000,29,29,2,1,12.175613438045465,Basement,Garage
1154,1165,1166,20,RL,79.0,9541,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1502,1502,GasA,Ex,Y,SBrkr,1502,0,0,1502,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,RFn,2,644,TA,TA,Y,0,114,0,0,0,0,NoPool,NoFence,None,0,9,2009,New,Partial,233170,0,0,2,0,12.359523080243038,Basement,Garage
1155,1166,1167,20,RL,64.0,10475,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1694,1694,GasA,Ex,Y,SBrkr,1694,0,0,1694,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,RFn,3,776,TA,TA,Y,160,33,0,0,0,0,NoPool,NoFence,None,0,2,2010,WD,Normal,245350,2,2,2,0,12.41044104151805,Basement,Garage
1156,1167,1168,60,RL,58.0,10852,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,786,Unf,0,173,959,GasA,Ex,Y,SBrkr,959,712,0,1671,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,472,TA,TA,Y,0,38,0,0,0,0,NoPool,NoFence,None,0,2,2006,WD,Normal,173000,6,6,3,1,12.061046873479915,Basement,Garage
1157,1168,1169,70,RL,120.0,13728,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,626,Unf,0,501,1127,GasA,Ex,Y,SBrkr,1236,872,0,2108,4,1,Gd,7,Typ,2,TA,Basment,Unf,2,540,TA,TA,Y,0,0,0,0,90,0,NoPool,NoFence,None,0,7,2008,WD,Normal,235000,73,22,2,0,12.367340793126296,Basement,Garage
1158,1169,1170,60,RL,118.0,35760,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,Gd,Gd,PConc,Ex,TA,Gd,GLQ,1387,Unf,0,543,1930,GasA,Ex,Y,SBrkr,1831,1796,0,3627,4,1,Gd,10,Typ,1,TA,Attchd,Fin,3,807,TA,TA,Y,361,76,0,0,0,0,NoPool,NoFence,None,0,7,2006,WD,Normal,625000,11,10,4,1,13.345506928718539,Basement,Garage
1159,1170,1171,80,RL,76.0,9880,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,522,Unf,0,574,1096,GasA,TA,Y,SBrkr,1118,0,0,1118,3,1,TA,6,Typ,1,Po,Attchd,Fin,1,358,TA,TA,Y,203,0,0,0,0,576,Gd,GdPrv,None,0,7,2008,WD,Normal,171000,31,31,1,1,12.049418835484797,Basement,Garage
1160,1171,1172,20,RL,76.0,9120,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,662,Unf,0,599,1261,GasA,Ex,Y,SBrkr,1261,0,0,1261,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,433,TA,TA,Y,0,0,0,0,288,0,NoPool,NoFence,Shed,1400,11,2008,WD,Normal,163000,50,50,1,1,12.0015054797889,Basement,Garage
1161,1172,1173,160,FV,35.0,4017,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,625,625,GasA,Ex,Y,SBrkr,625,625,0,1250,2,1,Gd,5,Typ,0,NoFirePlace,Detchd,Fin,2,625,TA,TA,Y,0,54,0,0,0,0,NoPool,NoFence,None,0,3,2008,WD,Normal,171900,2,1,3,0,12.05466819137094,Basement,Garage
1162,1173,1174,50,RL,138.0,18030,Pave,NoAlley,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,152,BLQ,469,977,1598,GasA,TA,Y,SBrkr,1636,971,479,3086,3,1,Ex,12,Maj1,1,Gd,None,None,0,0,None,None,Y,122,0,0,0,0,0,NoPool,MnPrv,None,0,3,2007,WD,Normal,200500,61,13,3,0,12.20856952572876,Basement,NoGarage
1163,1174,1175,70,RL,80.0,16560,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,503,Unf,0,449,952,GasA,TA,Y,SBrkr,1170,1175,0,2345,4,1,TA,9,Typ,1,Gd,Detchd,Unf,2,360,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,7,2006,WD,Normal,239000,74,56,3,0,12.384218830913648,Basement,Garage
1164,1175,1176,50,RL,85.0,10678,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,0,983,1683,GasA,Ex,Y,SBrkr,2129,743,0,2872,4,1,Gd,9,Typ,1,TA,Attchd,Fin,2,541,TA,TA,Y,0,33,0,0,0,0,NoPool,NoFence,None,0,4,2007,WD,Normal,285000,15,7,3,0,12.560244459250788,Basement,Garage
1165,1176,1177,20,RL,37.0,6951,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,658,Unf,0,218,876,GasA,TA,Y,SBrkr,923,0,0,923,3,1,TA,5,Typ,0,NoFirePlace,Attchd,Unf,1,264,TA,TA,Y,362,0,0,0,0,0,NoPool,MnPrv,None,0,10,2008,WD,Normal,119500,24,23,1,1,11.691071650353702,Basement,Garage
1166,1177,1178,50,RM,60.0,3950,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,0,350,818,GasA,TA,Y,SBrkr,818,406,0,1224,3,1,TA,5,Typ,0,NoFirePlace,Detchd,Unf,1,210,TA,TA,N,0,0,116,0,0,0,NoPool,NoFence,None,0,12,2009,WD,Normal,115000,83,5,1,0,11.652687407345388,Basement,Garage
1167,1178,1179,50,RL,54.0,7681,Pave,NoAlley,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,731,731,GasA,Ex,Y,SBrkr,820,523,0,1343,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,186,Fa,TA,Y,192,0,102,0,0,0,NoPool,NoFence,None,0,7,2009,WD,Normal,154900,88,59,2,0,11.95053502640496,Basement,Garage
1168,1179,1180,20,RL,77.0,8335,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0,NoBsmt,0,0,0,GasA,Gd,Y,SBrkr,1124,0,0,1124,3,1,TA,5,Min2,1,Gd,None,None,0,0,None,None,N,0,36,190,0,0,0,NoPool,NoFence,None,0,4,2006,WD,Normal,93000,52,52,1,0,11.440354772135393,NoBsmt,NoGarage
1169,1180,1181,60,RL,85.0,11170,Pave,NoAlley,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Wood,Gd,TA,No,LwQ,1216,Unf,0,0,1216,GasA,Ex,Y,SBrkr,1298,1216,0,2514,4,1,TA,8,Typ,0,NoFirePlace,Attchd,Fin,2,693,TA,TA,Y,0,0,0,0,0,0,NoPool,GdPrv,None,0,4,2006,WD,Normal,250000,16,15,3,0,12.429216196844383,Basement,Garage
1170,1181,1182,120,RM,64.0,5587,Pave,NoAlley,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480,Unf,0,120,1600,GasA,Ex,Y,SBrkr,1652,0,0,1652,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,482,TA,TA,Y,162,53,0,153,0,0,NoPool,NoFence,None,0,11,2008,New,Partial,392500,0,0,2,2,12.8802918162046,Basement,Garage
1171,1183,1184,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,821,Unf,0,299,1120,GasA,Ex,Y,SBrkr,1130,0,0,1130,2,1,TA,5,Typ,1,Gd,Detchd,Unf,2,720,TA,TA,Y,229,0,0,0,0,0,NoPool,NoFence,None,0,6,2006,WD,Normal,120000,86,56,1,1,11.695247021764184,Basement,Garage
1172,1184,1185,20,RL,50.0,35133,Grvl,NoAlley,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,TA,TA,CBlock,TA,TA,Gd,Rec,1159,Unf,0,413,1572,GasA,Gd,Y,SBrkr,1572,0,0,1572,3,1,TA,5,Typ,2,TA,2Types,RFn,3,995,TA,TA,Y,0,263,0,0,263,0,NoPool,NoFence,None,0,5,2007,WD,Normal,186700,44,44,2,1,12.137258329529814,Basement,Garage
1173,1185,1186,50,RL,60.0,9738,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,392,Unf,0,392,784,GasA,Gd,Y,SBrkr,949,272,0,1221,4,1,TA,7,Typ,0,NoFirePlace,Attchd,Unf,1,392,TA,TA,Y,0,0,236,0,0,0,NoPool,NoFence,None,0,3,2006,WD,Normal,104900,82,56,1,1,11.560762794384388,Basement,Garage
1174,1186,1187,190,RL,107.0,10615,Pave,NoAlley,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,440,Unf,0,538,978,GasA,TA,Y,SBrkr,1014,685,0,1699,3,2,TA,7,Typ,0,NoFirePlace,CarPort,Unf,2,420,Fa,Fa,Y,0,74,0,0,0,0,NoPool,NoFence,None,0,8,2009,WD,Abnorml,95000,109,39,2,1,11.461632170582678,Basement,Garage
1175,1187,1188,20,RL,89.0,12461,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,ImStucc,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1456,Unf,0,168,1624,GasA,Ex,Y,SBrkr,1624,0,0,1624,2,1,Gd,5,Typ,1,Fa,Attchd,RFn,3,757,TA,TA,Y,0,114,192,0,0,0,NoPool,GdPrv,None,0,7,2006,WD,Normal,262000,12,11,2,1,12.476099782743233,Basement,Garage
1176,1188,1189,60,RL,68.0,8935,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,831,831,GasA,Ex,Y,SBrkr,831,829,0,1660,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,RFn,2,493,TA,TA,Y,144,68,0,0,0,0,NoPool,NoFence,None,0,7,2009,WD,Normal,195000,7,7,3,0,12.180754837545884,Basement,Garage
1177,1189,1190,60,RL,60.0,7500,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,994,994,GasA,Gd,Y,SBrkr,1028,776,0,1804,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,442,TA,TA,Y,140,60,0,0,0,0,NoPool,NoFence,None,0,6,2010,WD,Normal,189000,11,11,3,0,12.14950229404178,Basement,Garage
1178,1190,1191,190,RL,73.0,32463,Pave,NoAlley,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,Gable,CompShg,MetalSd,MetalSd,Stone,149.0,TA,Gd,CBlock,TA,TA,Av,BLQ,1159,Unf,0,90,1249,GasA,Ex,Y,SBrkr,1622,0,0,1622,3,1,TA,7,Typ,1,TA,2Types,Fin,4,1356,TA,TA,Y,439,0,0,0,0,0,NoPool,NoFence,None,0,3,2007,WD,Normal,168000,46,32,1,1,12.031719258385396,Basement,Garage
1179,1191,1192,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,776,776,GasA,Ex,Y,SBrkr,764,677,0,1441,2,1,Gd,5,Typ,0,NoFirePlace,Detchd,Unf,2,492,TA,TA,Y,206,0,0,0,0,0,NoPool,NoFence,None,0,11,2007,WD,Normal,174000,8,7,3,0,12.066810578196666,Basement,Garage
1180,1192,1193,50,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,0,702,702,GasA,Gd,Y,SBrkr,842,630,0,1472,3,1,Gd,6,Typ,0,NoFirePlace,Detchd,Unf,1,250,TA,Fa,P,0,0,84,0,0,0,NoPool,GdWo,None,0,7,2007,WD,Normal,125000,82,13,1,0,11.736069016284437,Basement,Garage
1181,1193,1194,120,RM,73.0,4500,Pave,NoAlley,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,TA,TA,PConc,Ex,TA,No,GLQ,883,Unf,0,341,1224,GasA,Ex,Y,SBrkr,1224,0,0,1224,2,1,TA,5,Typ,0,NoFirePlace,Attchd,Fin,2,402,TA,TA,Y,0,304,0,0,0,0,NoPool,NoFence,None,0,6,2009,WD,Normal,165000,10,10,2,1,12.013700752882718,Basement,Garage
1182,1194,1195,60,RL,80.0,9364,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,371,Unf,0,292,663,GasA,TA,Y,SBrkr,663,689,0,1352,4,1,TA,7,Typ,0,NoFirePlace,Attchd,Fin,1,299,TA,TA,Y,379,36,0,0,0,0,NoPool,MnPrv,None,0,3,2010,WD,Normal,158000,41,41,2,0,11.970350312009105,Basement,Garage
1183,1195,1196,60,RL,51.0,8029,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,GasA,Ex,Y,SBrkr,728,728,0,1456,3,1,Gd,8,Typ,0,NoFirePlace,Attchd,Fin,2,400,TA,TA,Y,100,24,0,0,0,0,NoPool,NoFence,None,0,7,2008,WD,Normal,176000,3,3,3,0,12.078239274020289,Basement,Garage
1184,1196,1197,60,RL,58.0,14054,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,879,879,GasA,Ex,Y,SBrkr,879,984,0,1863,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3,660,TA,TA,Y,100,17,0,0,0,0,NoPool,NoFence,None,0,11,2006,New,Partial,219210,0,0,3,0,12.297785453453374,Basement,Garage
1185,1197,1198,75,RM,65.0,8850,Pave,NoAlley,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,815,815,GasA,Ex,Y,SBrkr,815,875,0,1690,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,225,TA,TA,Y,0,0,330,0,0,0,NoPool,NoFence,None,0,7,2006,ConLw,Normal,144000,90,56,1,0,11.877568578558138,Basement,Garage
1186,1198,1199,20,RL,70.0,9100,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1212,1212,GasA,Ex,Y,SBrkr,1212,0,0,1212,3,1,Gd,6,Typ,0,NoFirePlace,Attchd,RFn,2,573,TA,TA,Y,356,0,0,0,0,0,NoPool,NoFence,None,0,6,2009,WD,Normal,178000,8,8,2,0,12.089538829274222,Basement,Garage
1187,1199,1200,20,RL,75.0,11235,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,51.0,TA,TA,CBlock,TA,TA,No,Rec,547,Unf,0,504,1051,GasA,Gd,Y,SBrkr,1382,0,0,1382,3,1,TA,6,Typ,1,Po,Attchd,Unf,2,459,TA,TA,Y,0,82,0,0,0,0,NoPool,NoFence,None,0,10,2006,WD,Normal,148000,43,27,2,0,11.904967552746252,Basement,Garage
1188,1200,1201,20,RL,71.0,9353,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,864,864,GasA,Gd,Y,SBrkr,864,0,0,864,3,1,TA,5,Typ,0,NoFirePlace,Attchd,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,Shed,0,7,2006,Oth,Abnorml,116050,36,36,1,0,11.661776411702583,Basement,Garage
1189,1201,1202,60,RL,80.0,10400,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,866,866,GasA,Ex,Y,SBrkr,866,913,0,1779,3,1,Gd,6,Typ,0,NoFirePlace,Attchd,RFn,2,546,TA,TA,Y,198,36,0,0,0,0,NoPool,NoFence,None,0,3,2009,WD,Normal,197900,11,11,3,0,12.195517131590657,Basement,Garage
1190,1202,1203,50,RM,50.0,6000,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,884,884,GasA,Ex,Y,SBrkr,884,464,0,1348,3,1,TA,5,Typ,1,Fa,Detchd,Unf,1,216,TA,TA,N,0,0,208,0,0,0,NoPool,NoFence,None,0,5,2009,WD,Normal,117000,84,12,1,1,11.669929213779893,Basement,Garage
1191,1203,1204,20,RL,75.0,9750,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1630,1630,GasA,Ex,Y,SBrkr,1630,0,0,1630,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2,451,TA,TA,Y,74,234,0,0,0,0,NoPool,NoFence,None,0,10,2009,WD,Normal,213000,9,8,2,0,12.269047444691562,Basement,Garage
1192,1204,1205,20,RL,78.0,10140,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,788,Unf,0,268,1056,GasA,Ex,Y,SBrkr,1074,0,0,1074,3,1,TA,6,Typ,0,NoFirePlace,Attchd,RFn,2,495,TA,TA,Y,0,88,0,0,0,0,NoPool,MnPrv,None,0,7,2006,WD,Normal,153500,31,31,2,1,11.941455846009388,Basement,Garage
1193,1205,1206,20,RL,90.0,14684,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485,BLQ,177,1496,2158,GasA,Gd,Y,SBrkr,2196,0,0,2196,3,1,Gd,7,Typ,1,TA,Attchd,RFn,3,701,TA,TA,Y,84,70,0,0,0,0,NoPool,NoFence,None,0,6,2009,WD,Normal,271900,19,18,2,0,12.513189630620563,Basement,Garage
